web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733318204-239","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or710-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 November 2015","Oakham, UK","No idea of the scale of Shimla","From here you can see the 7 mountains of Shimla and I can now see how it has a population of nearly 200,000. I was expecting a little hilltop market town. Lovely to walk up and down the mall."
"1733318212-240","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 13 December 2015","New Delhi, India","Mall Road","the ridge is basically the Mall road in Shimla, its very beautiful in evening and best to hangout in Shimla. The church is located at the same place."
"1733318212-241","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 December 2015","Kolkatta","Tourist crowd!!","You should spend your leisure time here. The central attraction point in between Mall road and lakkar bazzar. watching the variety of people and enjoying the evening. Nice place for a evening stroll"
"1733318212-242","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 December 2015","Qld, Australia","The best place to visit in Shimla","We arrived early to the ridge and had breakfast there. It is a great place to watch the locals go about their daily activities. There are plenty of things to see and lots of small shops."
"1733318212-243","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 December 2015","London, UK","okies","Its okies..You just feel like sitting on the big open theature..enjoy eating popcorns and take rest after walking uphill from lakkar bazzar"
"1733318212-244","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 December 2015","Barcelona, Spain","Nice place but over crowdy","You can say this place is the heart of Shimla. Every must visit here who comes here. I find this place nice but not so much attractive as a lot of people boast here. Moreover, this place is over crowdy. But for first timers this place is good."
"1733318212-245","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 9 December 2015","Spain","More Crowd with less beauty","Perhaps it is most crowded place in Shimla. Everyone must visit there. And journey is incomplete without visiting this place. I think this is most crowded place in the Shimla with less beauty. I think now this place is loosing it's charm."
"1733318212-246","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 December 2015","Chandigarh, India","Nice place.","Walking, talking, seeing, purchasing, eating, etc. etc. is a fun here. Connecting road to Lakkar bazaar which is frequented by nearly everyone."
"1733318212-247","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 December 2015","Athens, GA","History plus energy and activity!","Many of the shops here are institutions, under the same ownership for generations, and many are new and as contemporary as any you'll find in Delhi or Mumbai. The place is full of life, a popular place to stroll, window shop, meet for tea, etc. Excellent people-watching opportunities! And just to show that some things are universal, you'll find a donut shop less than 10m from the entrance to the municipal police station."
"1733318212-248","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 December 2015","Adelaide, Australia","Focal point of Shimla","This ridge is a flat area generally crowded wid tourists and locals.. Sum people come for the sun or the snow (depending on the weather), others come for the crowds.."
"1733318212-249","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or700-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 December 2015","Mumbai, India","Great View of Green Vallay","Great view of Green Valley followed by availability for choice of children adventure. Enjoyed walking with horse by daughter was riding."
"1733318223-250","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 December 2015","New Delhi, India","Must visit location!","The ridge is the heart of Shimla. Shimla is famous because of this place. Long and wide road with lots of couple and families, college students hanging out, taking pictures and eating softy. Best time to be at this place from dawn till night.. Having the look of Shimla from the ridge at night is awesome."
"1733318223-251","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 December 2015","New Delhi, India","The Ridge!!!","Ridge Area is very close rather just beside the Mall Road. The approach Road to the Mall Road divides into two different path at the Scandal Point. Out of which one path leads to the Ridge Area having the famous Church & the other one leads to the Mall Road. The Ridge area is very neat & clean and full of tourists gathering there having fun."
"1733318223-252","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 December 2015","Chester, UK","A very special place.","The Ridge can be described as a promenade on a hilltop. The views on either side of The Ridge are very special, with the architecture recalling a different place, a different time."
"1733318223-253","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 24 December 2015","Hyderabad, India","Not at all worth nothing special.","Visited yhis place walking from lakkad bazar after climbing finally reach and was disappointed to see a place full crowded . The walk from lakkad bazar was also congested road with shops and dirty walls.

When reach up a open vast place with lot of tourist . Horse riding option also available but nothing special . There were place to sit and tourist and locals were sitting and enjoying mild sun rays.

There is church just beside which is also a normal church with nothing special architecture. 

Overall nothing special of what to spend some leisure time visit as nothing much to do in Shimla."
"1733318223-254","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 23 December 2015","Mumbai, India","The Mall Road of Shimla.... most adorable place","we were stay in shimla almost for 4 days.. and we always take look around this place.. this place has magic.. you never get bored to this place.... it is  most... most.. most.. beautiful place.. i love shimla... and and i still miss shimla ... :'( ..."
"1733318223-255","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 December 2015","Zirakpur, India","a must go place in shimla","you go to shimla and dont visit THE RIDGE???? that is not at all possible.... this is like you go to a cinema and dont watch a movie....."
"1733318223-256","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 22 December 2015","Lucknow, India","Monumental Flag at Ridge","Now The Ridge had a 100 feet Monumental Flag. HP Chief Minister dedicated the Flag to nation on December 17, 2015."
"1733318223-257","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 December 2015","Bengaluru, India","Photogenic spot in Shimla","This is the most crowded place in Shimla and get together place this place is open from morning to evening so you can visit there and have seat for some times while having your tea."
"1733318223-258","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 19 December 2015","National Capital Territory of Delhi, India","good place","it's very nice to visit this place with family for taking nice photographs, very good place, and lots of people come here."
"1733318223-259","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or690-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 December 2015","Noida, India","congested yet beautiful","The Ridge, i remember was the best place for us to go to when ever we would get the town leave from school! It was nice and beautiful. The Band stand was where we would stand and admire the army bands playing in the evenings but now, its become some dirty restaurant. There are waves and waves of humanity that is walking around making the place congested but still very lively!!
Shimla should remain the Queen of the Hills by maintaining its beauty, its greenery and remove the extra restaurants that have popped up like mushrooms all along the side."
"1733318233-260","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or680-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 January 2016","Dwarka, India","Good","It is a good place to visit. Enjoy with friend;s click pictures. Eat ice cream and definitely eat chole bhature @ Sitaram."
